iter	RMSE
960	114.6007908
961	114.4847662
962	114.4081901
963	114.3371402
964	114.2942541
965	114.1131381
966	113.9979633
967	113.9408337
968	113.8583984
969	113.6703361
970	113.6000547
971	113.5405495
972	113.4387084
973	113.3696061
974	113.3153613
975	113.1633164
976	113.0256871
977	112.8775519
978	112.7888909
979	112.7469156
980	112.6983538
981	112.6317689
982	112.4614402
983	112.3833082
984	112.3309032
985	112.2560614
986	112.1800697
987	112.0619202
988	112.0092416
989	111.9252353
990	111.7970873
991	111.679673
992	111.541356
993	111.4370904
994	111.2699724
995	111.144384
996	111.1130214
997	110.9227964
998	110.7665696
999	110.7109526
