iter	Passed	Remaining
168	542	2667
169	546	2666
170	549	2663
171	552	2657
172	555	2655
173	558	2650
174	561	2647
175	564	2642
176	567	2638
177	570	2636
178	574	2636
179	578	2635
180	581	2632
181	585	2629
182	588	2627
183	592	2626
184	596	2626
185	599	2624
186	603	2624
187	607	2622
188	610	2619
189	613	2616
190	616	2613
191	620	2609
192	623	2606
193	626	2602
194	629	2598
195	632	2593
196	635	2589
197	638	2585
198	641	2582
199	644	2579
200	648	2576
201	651	2575
202	655	2574
203	659	2572
204	662	2569
205	665	2566
206	669	2564
207	672	2559
208	675	2557
209	678	2554
210	682	2551
211	685	2549
212	689	2547
213	692	2544
214	696	2541
215	699	2538
216	703	2537
217	706	2533
218	709	2531
219	713	2528
220	716	2525
221	719	2522
222	722	2518
223	726	2516
224	730	2515
225	733	2513
226	737	2511
227	741	2510
228	745	2509
229	749	2508
230	753	2507
231	757	2506
232	760	2502
233	763	2500
234	767	2498
235	771	2498
236	775	2496
237	779	2495
238	782	2492
239	786	2489
240	789	2487
241	793	2484
242	796	2481
243	799	2477
244	802	2474
245	806	2471
246	809	2467
247	812	2463
248	815	2460
249	818	2455
250	821	2451
251	824	2448
252	827	2444
253	831	2441
254	834	2437
255	837	2434
256	840	2430
257	844	2428
258	847	2424
259	850	2421
260	854	2418
261	857	2416
262	861	2412
263	864	2409
264	867	2406
265	871	2403
266	874	2401
267	878	2398
268	881	2396
269	886	2395
270	889	2392
271	892	2389
272	895	2385
273	899	2382
274	903	2381
275	906	2378
276	909	2374
277	913	2371
278	916	2369
279	920	2366
280	923	2363
281	927	2360
282	930	2357
283	934	2355
284	937	2351
285	940	2347
286	943	2344
287	946	2340
288	950	2337
289	953	2334
290	956	2330
291	960	2328
292	964	2327
293	968	2324
294	974	2329
295	982	2336
296	987	2336
297	992	2338
298	998	2339
299	1003	2341
300	1008	2341
301	1012	2340
302	1016	2338
303	1020	2337
304	1025	2337
305	1029	2334
306	1033	2333
307	1038	2332
308	1041	2329
309	1045	2326
310	1049	2324
311	1052	2321
312	1056	2318
313	1059	2314
314	1062	2310
315	1066	2307
316	1068	2302
317	1072	2299
318	1075	2296
319	1079	2293
320	1082	2289
321	1085	2285
322	1088	2282
323	1092	2278
324	1094	2273
325	1098	2270
326	1101	2267
327	1104	2263
328	1107	2259
329	1110	2255
330	1114	2252
331	1118	2250
332	1122	2247
333	1125	2245
334	1129	2241
335	1133	2239
336	1136	2235
337	1140	2233
338	1143	2229
339	1147	2227
340	1151	2224
341	1154	2221
342	1158	2218
343	1161	2214
344	1164	2211
345	1168	2207
346	1171	2204
347	1175	2201
348	1178	2199
349	1181	2194
350	1185	2191
351	1188	2187
352	1191	2184
353	1195	2180
354	1198	2177
355	1201	2174
356	1205	2170
357	1208	2167
358	1211	2163
359	1214	2159
360	1218	2156
361	1221	2152
362	1224	2148
363	1227	2145
364	1231	2142
365	1235	2139
366	1239	2137
367	1242	2133
368	1245	2129
369	1248	2126
370	1251	2122
371	1255	2118
372	1258	2114
373	1261	2111
374	1264	2107
375	1268	2104
376	1271	2100
377	1275	2098
378	1278	2095
379	1282	2092
380	1285	2088
381	1288	2085
382	1291	2080
383	1295	2077
384	1298	2073
385	1301	2070
386	1304	2066
387	1308	2063
388	1311	2060
389	1315	2057
390	1318	2053
391	1321	2050
392	1324	2046
393	1328	2042
394	1331	2039
395	1335	2036
396	1338	2032
397	1341	2029
398	1345	2026
399	1348	2022
400	1351	2018
401	1354	2015
402	1358	2012
403	1363	2011
404	1367	2008
405	1370	2005
406	1373	2001
407	1377	1998
408	1381	1995
409	1384	1992
410	1388	1989
411	1391	1985
412	1394	1982
413	1397	1978
414	1401	1975
415	1404	1971
416	1407	1967
417	1410	1964
418	1413	1960
419	1416	1956
420	1420	1952
421	1423	1949
422	1426	1945
423	1430	1943
424	1434	1940
425	1437	1936
426	1440	1933
427	1443	1929
428	1446	1925
429	1449	1921
430	1453	1918
431	1456	1915
432	1459	1911
433	1464	1909
434	1468	1907
435	1471	1903
436	1475	1900
437	1479	1897
438	1483	1895
439	1486	1892
440	1490	1889
441	1493	1885
442	1497	1882
443	1501	1880
444	1505	1877
445	1509	1874
446	1512	1870
447	1515	1867
448	1518	1863
449	1522	1860
450	1525	1857
451	1529	1853
452	1532	1850
453	1536	1847
454	1539	1844
455	1542	1840
456	1546	1837
457	1549	1833
458	1553	1830
459	1556	1827
460	1560	1823
461	1563	1820
462	1566	1817
463	1570	1814
464	1574	1811
465	1578	1808
466	1581	1804
467	1584	1800
468	1587	1797
469	1590	1793
470	1593	1790
471	1596	1786
472	1599	1782
473	1602	1778
474	1606	1775
475	1609	1771
476	1612	1767
477	1615	1764
478	1618	1760
479	1621	1757
480	1625	1753
481	1629	1750
482	1632	1747
483	1636	1744
484	1639	1740
485	1642	1737
486	1645	1733
487	1648	1729
488	1652	1726
489	1655	1723
490	1659	1720
491	1663	1717
492	1666	1713
493	1669	1710
494	1672	1706
495	1675	1703
496	1679	1699
497	1682	1696
498	1685	1692
499	1688	1688
500	1692	1685
501	1695	1681
502	1698	1678
503	1702	1675
504	1705	1671
505	1708	1668
506	1711	1664
507	1714	1660
508	1718	1657
509	1721	1653
510	1724	1650
511	1727	1646
512	1730	1643
513	1734	1639
514	1738	1636
515	1741	1633
516	1744	1630
517	1748	1626
518	1751	1623
519	1754	1619
520	1757	1615
521	1761	1612
522	1764	1609
523	1767	1605
524	1771	1602
525	1775	1599
526	1778	1596
527	1781	1592
528	1785	1589
529	1788	1585
530	1791	1582
531	1794	1578
532	1797	1574
533	1800	1571
534	1803	1567
535	1806	1563
536	1809	1560
537	1813	1557
538	1816	1553
539	1820	1550
540	1822	1546
541	1826	1543
542	1829	1539
543	1832	1536
544	1835	1532
545	1839	1529
546	1842	1525
547	1845	1522
548	1848	1518
549	1851	1515
550	1854	1511
551	1858	1507
552	1861	1504
553	1865	1501
554	1869	1498
555	1872	1495
556	1875	1491
557	1879	1488
558	1883	1485
559	1887	1482
560	1891	1479
561	1894	1476
562	1897	1473
563	1901	1469
564	1905	1466
565	1908	1463
566	1912	1460
567	1916	1457
568	1919	1454
569	1922	1450
570	1926	1447
571	1929	1443
572	1932	1440
573	1935	1436
574	1938	1432
575	1941	1429
576	1944	1425
577	1947	1422
578	1951	1418
579	1954	1415
580	1957	1411
581	1960	1408
582	1963	1404
583	1967	1401
584	1970	1397
585	1973	1394
586	1976	1390
587	1980	1387
588	1983	1383
589	1986	1380
590	1989	1376
591	1992	1373
592	1995	1369
593	1999	1366
594	2002	1362
595	2005	1359
596	2008	1355
597	2011	1352
598	2015	1349
599	2018	1345
600	2021	1341
601	2024	1338
602	2027	1334
603	2030	1331
604	2033	1327
605	2036	1323
606	2039	1320
607	2042	1316
608	2045	1313
609	2049	1310
610	2053	1307
611	2056	1303
612	2059	1300
613	2063	1297
614	2066	1293
615	2069	1290
616	2072	1286
617	2075	1283
618	2078	1279
619	2081	1276
620	2084	1272
621	2088	1269
622	2091	1265
623	2094	1261
624	2097	1258
625	2100	1255
626	2104	1251
627	2107	1248
628	2110	1244
629	2114	1241
630	2117	1238
631	2120	1234
632	2123	1231
633	2127	1227
634	2130	1224
635	2133	1221
636	2136	1217
637	2139	1214
638	2143	1210
639	2145	1207
640	2149	1203
641	2152	1200
642	2156	1197
643	2159	1193
644	2162	1190
645	2165	1186
646	2168	1182
647	2171	1179
648	2174	1175
649	2177	1172
650	2180	1169
651	2183	1165
652	2186	1162
653	2189	1158
654	2193	1155
655	2196	1151
656	2199	1148
657	2202	1144
658	2205	1141
659	2208	1137
660	2212	1134
661	2215	1131
662	2219	1127
663	2222	1124
664	2225	1121
665	2228	1117
666	2231	1114
667	2234	1110
668	2238	1107
669	2242	1104
670	2245	1101
671	2248	1097
672	2252	1094
673	2255	1090
674	2258	1087
675	2261	1084
676	2265	1080
677	2268	1077
678	2271	1074
679	2275	1070
680	2279	1067
681	2283	1064
682	2286	1061
683	2290	1058
684	2293	1054
685	2296	1051
686	2300	1048
687	2303	1044
688	2307	1041
689	2310	1038
690	2314	1035
691	2318	1031
692	2322	1028
693	2326	1025
694	2330	1022
695	2333	1019
696	2336	1015
697	2340	1012
698	2344	1009
699	2347	1005
700	2350	1002
701	2353	999
702	2357	995
703	2360	992
704	2364	989
705	2367	985
706	2370	982
707	2373	979
708	2377	975
709	2380	972
710	2383	968
711	2386	965
712	2390	962
713	2393	958
714	2397	955
715	2400	952
716	2403	948
717	2407	945
718	2410	942
719	2413	938
720	2417	935
721	2420	931
722	2423	928
723	2426	924
724	2429	921
725	2433	918
726	2437	915
727	2442	912
728	2446	909
729	2450	906
730	2454	903
731	2458	899
732	2462	896
733	2466	893
734	2470	890
735	2474	887
736	2479	884
737	2483	881
738	2487	878
739	2490	875
740	2494	871
741	2497	868
742	2500	865
743	2504	861
744	2507	858
745	2510	854
746	2514	851
747	2518	848
748	2521	845
749	2525	841
750	2529	838
751	2533	835
752	2537	832
753	2540	829
754	2544	825
755	2547	822
756	2551	819
757	2555	815
758	2558	812
759	2561	808
760	2564	805
761	2568	802
762	2572	799
763	2575	795
764	2578	792
765	2582	788
766	2585	785
767	2588	782
768	2592	778
769	2595	775
770	2599	771
771	2601	768
772	2605	765
773	2608	761
774	2611	758
775	2615	754
776	2618	751
777	2621	747
778	2624	744
779	2627	741
780	2631	737
781	2635	734
782	2639	731
783	2642	728
784	2645	724
785	2649	721
786	2652	718
787	2656	714
788	2660	711
789	2664	708
790	2668	705
791	2672	701
792	2675	698
793	2679	695
794	2683	691
795	2687	688
796	2690	685
797	2694	682
798	2697	678
799	2701	675
800	2704	671
801	2708	668
802	2712	665
803	2715	661
804	2718	658
805	2722	655
806	2726	652
807	2730	648
808	2735	645
809	2740	642
810	2744	639
811	2749	636
812	2753	633
813	2756	629
814	2760	626
815	2763	623
816	2767	619
817	2771	616
818	2775	613
819	2778	610
820	2783	606
821	2787	603
822	2790	600
823	2794	596
824	2797	593
825	2801	590
826	2805	586
827	2808	583
828	2812	580
829	2815	576
830	2819	573
831	2823	570
832	2827	566
833	2831	563
834	2835	560
835	2839	556
836	2843	553
837	2847	550
838	2851	547
839	2855	543
840	2858	540
841	2862	537
842	2867	533
843	2871	530
844	2875	527
845	2879	524
846	2884	521
847	2888	517
848	2891	514
849	2896	511
850	2900	507
851	2904	504
852	2909	501
853	2913	498
854	2917	494
855	2922	491
856	2926	488
857	2930	484
858	2934	481
859	2938	478
860	2942	475
861	2947	471
862	2951	468
863	2955	465
864	2959	461
865	2963	458
866	2966	455
867	2970	451
868	2974	448
869	2979	445
870	2983	441
871	2987	438
872	2991	435
873	2994	431
874	2998	428
875	3002	425
876	3006	421
877	3010	418
878	3014	414
879	3018	411
880	3023	408
881	3027	405
882	3031	401
883	3035	398
884	3039	395
885	3043	391
886	3047	388
887	3052	384
888	3056	381
889	3059	378
890	3063	374
891	3067	371
892	3071	367
893	3074	364
894	3078	361
895	3082	357
896	3085	354
897	3090	350
898	3094	347
899	3099	344
900	3103	340
901	3107	337
902	3111	334
903	3115	330
904	3118	327
905	3122	323
906	3126	320
907	3131	317
908	3134	313
909	3138	310
910	3142	307
911	3145	303
912	3149	300
913	3152	296
914	3155	293
915	3159	289
916	3162	286
917	3165	282
918	3169	279
919	3172	275
920	3176	272
921	3179	268
922	3182	265
923	3185	262
924	3189	258
925	3192	255
926	3195	251
927	3198	248
928	3201	244
929	3205	241
930	3208	237
931	3211	234
932	3214	230
933	3217	227
934	3220	223
935	3224	220
936	3228	217
937	3231	213
938	3235	210
939	3239	206
940	3242	203
941	3245	199
942	3249	196
943	3252	192
944	3256	189
945	3259	186
946	3262	182
947	3265	179
948	3268	175
949	3272	172
950	3275	168
951	3278	165
952	3281	161
953	3285	158
954	3288	154
955	3292	151
956	3295	148
957	3299	144
958	3302	141
959	3306	137
960	3309	134
961	3313	130
962	3316	127
963	3320	123
964	3323	120
965	3326	117
966	3330	113
967	3334	110
968	3337	106
969	3341	103
970	3344	99
971	3347	96
972	3350	92
973	3354	89
974	3357	86
975	3360	82
976	3363	79
977	3367	75
978	3371	72
979	3374	68
980	3378	65
981	3381	61
982	3384	58
983	3387	55
984	3391	51
985	3394	48
986	3398	44
987	3401	41
988	3405	37
989	3409	34
990	3413	30
991	3416	27
992	3420	24
993	3423	20
994	3427	17
995	3431	13
996	3435	10
997	3438	6
998	3442	3
999	3446	0
